Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category,EPC Rating,Council Tax,Key Features,Property Rent/Sale History,Base Price,New Price,Effective Year,Price Per Sq Meter,Property History Count,EPC Category
"Bristol, City of",2022-07-01,8323,Public House,The Bag O Nails Public House,The Bag O Nails Public House 141 St Georges Road City Centre Bristol BS1 5UW,141.0,St Georges Road,Bristol,BS1 5UW,Hotwells & Harbourside,357877.0,172630.0,Freehold,,Land And Building(S),162.0,0.006241,,Investment Properties,F,2000.0,,"2016, 2019, 2021, 2024, 2025",291200.0,,2022.0,1797.530864197531,5,Low
"Bristol, City of",2022-07-01,7098,Scout/Guide Building Land,Kylross Avenue - Land For Scout Hut,Kylross Avenue - Land For Scout Hut Whitchurch Bristol BS14 9NQ,,Kylross Avenue,Bristol,BS14 9NQ,Hengrove & Whitchurch Park,360784.0,168455.0,Freehold,,Land Only,95.0,0.074431,,Indirect Service / Non-Investment Letting(s),,,,"2016, 2020, 2021, 2025",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,4207,Scout/Guide Building Land,Broadlands Drive - Land At The Rear Of 52 - 62,Broadlands Drive - Land At The Rear Of 52 - 62 Broadlands Drive Lawrence Weston Bristol BS11 0PF,52.0,Broadlands Drive,Bristol,BS11 0PF,Avonmouth & Lawrence Weston,354230.0,178017.0,Freehold,,Land Only,25.0,0.106009,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2010, 2016, 2019, 2021, 2022, 2025",291200.0,,2022.0,11648.0,6,Low
"Bristol, City of",2022-07-01,9058,Public House,The White Lion Public House,The White Lion Public House Quay Head Colston Avenue City Centre Bristol BS1 1EB,,Colston Avenue,Bristol,BS1 1EB,Central,358704.0,173079.0,Freehold,,Land And Building(S),377.0,0.005164,,Investment Properties,F,2000.0,,"2011, 2015, 2016, 2018, 2020, 2021",291200.0,,2022.0,772.4137931034483,6,Low
"Bristol, City of",2022-07-01,6801,Scout/Guide Building Land,Bamfield - Land For Scout Hut,Bamfield - Land For Scout Hut Whitchurch Bristol BS14 0TQ,,Bamfield,Bristol,BS14 0TQ,Hengrove & Whitchurch Park,359958.0,168049.0,Freehold,,Land Only,95.0,0.071549,,Indirect Service / Non-Investment Letting(s),,,,"2016, 2020, 2021, 2022, 2024",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,9053,Land-Housing Non-Council Development,Pritchard Street Residential Land Development,Pritchard Street Residential Land Development St Pauls Bristol BS2 8RJ,,,,BS2 8RJ,Ashley,359396.0,173626.0,Freehold Reversion,,Land Only,2000.0,0.05696,,Investment Properties,E,1800.0,,"2011, 2016, 2017, 2021, 2022",377462.09,,2022.0,188.73104500000002,5,Low
"Bristol, City of",2022-07-01,8714,Statue/Monument/Fountain,Cabot Tower,Cabot Tower Brandon Hill Park Charlotte Street Brandon Hill Bristol,,Charlotte Street,Bristol,BS1 5PZ,Hotwells & Harbourside,357933.0,172958.0,Freehold,,Structure,35.89,0.003589,Yes,Heritage Assets,E,1800.0,,"2012, 2013, 2014, 2016, 2018, 2021, 2025",291200.0,,2022.0,8113.680691000279,7,Low
"Bristol, City of",2022-07-01,10386,House Service Occupancy,Ashton Court - Clifton Lodge East,Ashton Court - Clifton Lodge East Rownham Hill Leigh Woods Long Ashton North Somerset BS41 9JN,,,,BS41 9JN,Outside Bristol,355810.0,172685.0,Freehold,,Land And Building(S),138.0,0.0168,Yes,Direct Service,F,2000.0,,"2011, 2014, 2016, 2018, 2021",291200.0,,2022.0,2110.144927536232,5,Low
"Bristol, City of",2022-07-01,139025,Land-Residential,Wyatt Avenue/Dangerfield Avenue - Land At Rear,Wyatt Avenue/Dangerfield Avenue - Land At Rear Highridge Bristol BS13 8HW,,,,BS13 8HW,Bishopsworth,356680.0,168488.0,Freehold,,Land Only,95.0,0.077832,Yes,Direct Service,,,,"2012, 2015, 2016, 2018, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,10383,House Service Occupancy,Church Lodge,Church Lodge Ashton Court Estate Ashton Road Long Ashton North Somerset BS41 9JN,,,,BS41 9JN,Outside Bristol,355415.0,171198.0,Freehold,,Land And Building(S),233.0,0.0156,Yes,Direct Service,F,2000.0,,"2013, 2016, 2020, 2021, 2023",291200.0,,2022.0,1249.7854077253219,5,Low
"Bristol, City of",2022-07-01,8981,Land-Retail/Commercial,49 Merchant Street,49 Merchant Street City Centre Bristol BS1 3EE,49.0,Merchant Street,Bristol,BS1 3EE,Central,359124.0,173396.0,Freehold,,Land Only,0.0,0.0422,,Investment Properties,G,2200.0,,"2016, 2020, 2021, 2023",291200.0,,2022.0,0.0,4,Low
"Bristol, City of",2022-07-01,7998,Scout/Guide Building Land,249th Bristol South East Scouts,249th Bristol South East Scouts St Annes Terrace Brislington Bristol BS4 4DY,,St Annes Terrace,Bristol,BS4 4DY,Brislington West,362189.0,172133.0,Freehold,,Land Only,95.0,0.189429,,Indirect Service / Non-Investment Letting(s),,,,"2013, 2015, 2016, 2019, 2020, 2021, 2024",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,8016,Land-Public Park,Greville Smyth Park,Greville Smyth Park Ashton Road Ashton Bristol,,Ashton Road,Bristol,BS3 2EQ,Southville,357047.0,171693.0,Freehold,,Land Only,95.0,9.440855,Yes,Community,,,,"2010, 2016, 2017, 2021",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,16942,Public House,Llandoger Trow And Hotel,Llandoger Trow And Hotel King Street City Centre Bristol BS1 4ER,,King Street,Bristol,BS1 4ER,Central,358889.0,172707.0,Freehold,,Land And Building(S),1000.0,0.1136,,Investment Properties,G,2200.0,,"2011, 2016, 2018, 2021, 2024",291200.0,,2022.0,291.2,5,Low
"Bristol, City of",2022-07-01,9443,Land-Quay/Marina/Slipway/Mooring,Bristol Marina,Bristol Marina Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UH,Hotwells & Harbourside,357752.0,172237.0,Freehold,,Land Only,95.0,1.763577,,Investment Properties,,,,"2010, 2011, 2012, 2014, 2016, 2019, 2021, 2022",,,2022.0,0.0,8,Unknown
"Bristol, City of",2022-07-01,9831,Land-Residential,Whittock Road - Land To The East Of Whittock Square,Whittock Road - Land To The East Of Whittock Square Stockwood Bristol BS14 8DA,,,,BS14 8DA,Stockwood,361862.0,169041.0,Freehold,,Land Only,95.0,0.43443,Yes,Direct Service,,,,"2011, 2014, 2016, 2020, 2021, 2022",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,10387,House Service Occupancy,Ashton Court - Clifton Lodge West,Ashton Court - Clifton Lodge West Abbots Leigh Road Leigh Woods Long Ashton North Somerset BS41 9JN,,,,BS41 ,Outside Bristol,355801.0,172700.0,Freehold,Vacant,Land And Building(S),106.0,0.0133,Yes,Direct Service,F,2000.0,,"2016, 2017, 2021, 2023",291200.0,,2022.0,2747.169811320755,4,Low
"Bristol, City of",2022-07-01,10380,House/Houses,Ashton Court Mansion,Ashton Court Mansion Ashton Court Kennel Lodge Road Long Ashton BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Outside Bristol,355741.0,171824.0,Freehold,,Land And Building(S),1662.2,0.63546,Yes,Direct Service,F,2000.0,,"2016, 2017, 2018, 2019, 2020, 2021, 2024",318403.86,,2022.0,191.55568523643362,7,Low
"Bristol, City of",2022-07-01,20389,Land-Verge,Highridge Road - Land Fronting 2,Highridge Road - Land Fronting 2 Highridge Road Bishopsworth Bristol,2.0,Highridge Road,Bristol,BS13 8HA,Bishopsworth,356917.0,168407.0,Freehold,,Land Only,95.0,0.0027,,Infrastructure,,,,"2010, 2016, 2018, 2021, 2023",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,9372,Land-Residential,Gaywood House - Amenity Land Adjacent,Gaywood House - Amenity Land Adjacent North Street Bedminster Bristol,,North Street,Bristol,BS3 3BA,Bedminster,357977.0,171398.0,Freehold,,Land Only,95.0,0.085833,Yes,Direct Service,,,,"2016, 2017, 2018, 2021, 2022, 2023",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,19903,Land-Residential,Fortfield Road/Wharnecliffe Gardens - Land At ,Fortfield Road/Wharnecliffe Gardens - Land At  Site B3 Fortfield Road Hengrove Bristol BS14 9NU,,,,BS14 9NU,Hengrove & Whitchurch Park,360587.0,168306.0,Freehold,,Land Only,95.0,0.246065,Yes,Direct Service,,,,"2016, 2019, 2020, 2021, 2023",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,19904,Land-Residential,Fortfield Road/Chessington Avenue - Housing Development,Fortfield Road/Chessington Avenue - Housing Development Site B1 Hengrove Bristol BS14 9NU,,,,BS14 9NU,Hengrove & Whitchurch Park,360636.0,168473.0,Freehold,,Land Only,95.0,0.726682,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2012, 2016, 2021, 2023",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,20099,Land-Open Space,Kingsweston House - Grounds To West Of,Kingsweston House - Grounds To West Of Kings Weston Lane Kingsweston Bristol BS11 0UR,,,,BS11 0UR,Avonmouth & Lawrence Weston,354042.0,177404.0,Freehold,,Land Only,95.0,3.747014,Yes,Community,,,,"2010, 2011, 2012, 2013, 2016, 2021",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,13291,House/Houses,Brislington School House,Brislington School House 210 Hungerford Road Brislington Bristol BS4 5ET,10.0,Green Close,Bristol,BS7 0NL,Brislington West,362583.0,169917.0,Freehold,,Land And Building(S),95.0,0.032524,Yes,Direct Service,,,,"2010, 2016, 2021, 2022, 2025",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,8608,Land-Public Park,Gaunts Ham Park,Gaunts Ham Park Chancery Street Barton Hill Bristol,,Chancery Street,Bristol,BS5 0BD,Lawrence Hill,360683.0,173246.0,Freehold,,Land Only,95.0,0.6745,Yes,Community,,,,"2013, 2016, 2021, 2022, 2024",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,8609,Land-Public Park,Gaunts Ham Park - Extension,Gaunts Ham Park - Extension Lincoln Street Barton Hill Bristol,,Chancery Street,Bristol,BS5 0BD,Lawrence Hill,360683.0,173246.0,Freehold,,Land Only,95.0,0.334151,Yes,Community,,,,"2013, 2014, 2016, 2017, 2021, 2024",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,8021,Sports Building/Hall/Facility,Greville Smyth Park - Sports Facility,Greville Smyth Park - Sports Facility Greville Smyth Park Ashton Road Bristol,,Ashton Road,Bristol,BS3 2EQ,Southville,357049.0,171737.0,Freehold,,Land And Building(S),206.0,0.379926,Yes,Direct Service,G,2200.0,,"2016, 2020, 2021, 2025",291200.0,,2022.0,1413.5922330097087,4,Low
"Bristol, City of",2022-07-01,10393,House/Houses,Ashton Court - Keepers Cottage,Ashton Court - Keepers Cottage Rownham Hill Long Ashton North Somerset BS41 9JJ,,,,BS41 9JJ,Outside Bristol,355298.0,172018.0,Freehold,,Land And Building(S),231.0,0.1782,,Indirect Service / Non-Investment Letting(s),E,1800.0,,"2010, 2013, 2016, 2017, 2021",291200.0,,2022.0,1260.6060606060605,5,Low
"Bristol, City of",2022-07-01,10394,House Service Occupancy,Ashton Court - Kennel Lodge,Ashton Court - Kennel Lodge Kennel Lodge Road Bower Ashton Bristol BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Bedminster,356305.0,171807.0,Freehold,,Land And Building(S),81.0,0.034637,Yes,Direct Service,E,1800.0,,"2012, 2013, 2015, 2016, 2019, 2020, 2021",291200.0,,2022.0,3595.061728395062,7,Low
"Bristol, City of",2022-07-01,10403,House Service Occupancy,Ashton Court - 1 Park Farm,Ashton Court - 1 Park Farm Parklands Road Bower Ashton Bristol BS3 2JP,,Parklands Road,Bristol,BS3 2JP,Bedminster,356206.0,171635.0,Freehold,,Land And Building(S),174.0,0.031541,Yes,Direct Service,G,2200.0,,"2012, 2016, 2018, 2020, 2021",291200.0,,2022.0,1673.5632183908046,5,Low
"Bristol, City of",2022-07-01,9270,Sports Building/Hall/Facility,Bristol Bowling Club,Bristol Bowling Club Duckmoor Road Ashton Bristol BS3 2BS,,Duckmoor Road,Bristol,BS3 2BS,Bedminster,357122.0,171412.0,Freehold,,Land Only,0.0,0.329141,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2012, 2016, 2017, 2021, 2022",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,8938,Public House,Rummer Public House - Part Of,Rummer Public House - Part Of 39-40 High Street City Centre Bristol BS1 2AT,39.0,High Street,Bristol,BS1 ,Central,358913.0,173002.0,Freehold,Vacant,Land And Building(S),630.84,0.0164,,Investment Properties,E,1800.0,,"2015, 2016, 2017, 2021, 2022, 2024",291200.0,,2022.0,461.606746560142,6,Low
"Bristol, City of",2022-07-01,10298,Land-Open Store/Yard,Vale Lane - Builders Yard At,Vale Lane - Builders Yard At 14 Vale Lane Bedminster Bristol BS3 5RU,,Vale Lane,Bristol,BS3 5RU,Bishopsworth,357891.0,169999.0,Freehold,,Land Only,95.0,0.650956,,Investment Properties,,,,"2012, 2016, 2021, 2022",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,8824,Land-Residential,Ropewalk House - Land Adjacent,Ropewalk House - Land Adjacent River Street St Judes Bristol,,River Street,Bristol,BS2 9EG,Lawrence Hill,359672.0,173423.0,Freehold,,Land Only,95.0,0.089758,Yes,Direct Service,,,,"2010, 2013, 2016, 2019, 2021, 2022",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,3922,Hotel/Guest House,The Victoria Square Hotel,The Victoria Square Hotel 30 Victoria Square  Clifton  Bristol  BS8 4EW,29.0,Victoria Square,Bristol,BS8 4EW,Clifton,357328.0,173083.0,Freehold,,Land And Building(S),729.0,0.108021,,Investment Properties,F,2000.0,,"2010, 2015, 2016, 2021, 2023, 2024",361118.93,,2022.0,495.3620438957476,6,Low
"Bristol, City of",2022-07-01,8386,Scout/Guide Building Land,227th Bristol Scout Group,227th Bristol Scout Group Eastfield Terrace Westbury-on-Trym Bristol BS9 4BW,,Eastfield Terrace,Bristol,BS9 4BW,Westbury-on-Trym & Henleaze,357844.0,177045.0,Freehold,,Land Only,95.0,0.149197,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2013, 2016, 2019, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,8840,Public House,The Pump House,The Pump House Merchants Road Hotwells Bristol BS8 4PZ,,Merchants Road,Bristol,BS8 4PZ,Hotwells & Harbourside,357163.0,172335.0,Freehold,,Land And Building(S),471.92,0.122071,,Investment Properties,F,2000.0,,"2016, 2020, 2021, 2025",291200.0,,2022.0,617.0537379216817,4,Low
"Bristol, City of",2022-07-01,7627,Sports Building/Hall/Facility,Former Bishopsworth Pool,Former Bishopsworth Pool Whitchurch Road Bishopsworth Bristol BS13 7RW,,Whitchurch Road,Bristol,BS13 7RW,Bishopsworth,357181.0,168728.0,Freehold,,Land And Building(S),943.0,0.100606,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2015, 2016, 2018, 2021, 2023",363346.27,,2022.0,385.30887592788974,5,Low
"Bristol, City of",2022-07-01,6786,Sports Building/Hall/Facility,Whitchurch Sports Centre,Whitchurch Sports Centre Bamfield Whitchurch Bristol BS14 0XA,,Bamfield,Bristol,BS14 0XA,Hengrove & Whitchurch Park,359948.0,168185.0,Freehold,,Land And Building(S),4977.3,1.466137,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2012, 2013, 2016, 2020, 2021, 2024",2126079.23,,2022.0,427.1551302915235,6,Low
"Bristol, City of",2022-07-01,6788,Sports Building/Hall/Facility,Whitchurch Sports Ground - Athletics Club Premises,Whitchurch Sports Ground - Athletics Club Premises Bamfield Whitchurch Bristol BS14 0XA,,Bamfield,Bristol,BS14 0XA,Hengrove & Whitchurch Park,359948.0,168185.0,Freehold,,Land And Building(S),95.0,0.005571,,Indirect Service / Non-Investment Letting(s),,,,"2011, 2016, 2018, 2021, 2023",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,5382,Land-Residential,Sanctuary Gardens - Prefab Site,Sanctuary Gardens - Prefab Site Sneyd Park Bristol BS9 1QR,10.0,Sanctuary Gardens,Bristol,BS9 1QR,Stoke Bishop,355737.0,175189.0,Freehold,,Land Only,95.0,0.465398,Yes,Direct Service,,,,"2015, 2016, 2020, 2021, 2024",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,132866,Land-Quay/Marina/Slipway/Mooring,Baltic Wharf Sailing Club,Baltic Wharf Sailing Club Cumberland Road Hotwells Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Hotwells & Harbourside,357330.0,172127.0,Freehold,,Land Only,95.0,0.042707,,Indirect Service / Non-Investment Letting(s),,,,"2011, 2013, 2016, 2020, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,122407,Land-Unused Land,Land At Rear Of 1-2 Comyn Walk,Land At Rear Of 1-2 Comyn Walk Fishponds Bristol BS16 2JL,,,,BS16 2JL,Frome Vale,363472.0,176419.0,Freehold,,Land Only,95.0,0.035431,Yes,Direct Service,,,,"2012, 2016, 2021, 2025",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,3793,Land-Residential,Martin Street - Sites Of 6-8,Martin Street - Sites Of 6-8 Martin Street Bedminster Bristol BS3 3EE,,,,BS3 ,Bedminster,357700.0,171333.0,Freehold,Vacant,Land Only,95.0,0.0147,,Surplus / Non-operational / Under Review,,,,"2011, 2015, 2016, 2020, 2021, 2024",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,139046,Land-Unused Land,Maskelyne Avenue - Land Adjoining 2,Maskelyne Avenue - Land Adjoining 2 Horfield Bristol BS10 5BX,,,,BS10 5BX,Horfield,358713.0,177242.0,Freehold,,Land Only,95.0,0.045413,,Surplus / Non-operational / Under Review,,,,"2015, 2016, 2020, 2021, 2023",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,3890,House Service Occupancy,Avonview Cemetery Lodge,Avonview Cemetery Lodge 120A Beaufort Road St George Bristol BS5 8EN,,Beaufort Road,Bristol,BS5 8EN,St George West,362058.0,173227.0,Freehold,,Land And Building(S),143.1,0.030371,Yes,Direct Service,F,2000.0,,"2010, 2015, 2016, 2019, 2021, 2023, 2024",291200.0,,2022.0,2034.940600978337,7,Low
"Bristol, City of",2022-07-01,9682,Land-Residential,Small Lane - Housing Development,Small Lane - Housing Development Small Lane Stapleton Bristol BS16 1AJ,,,,BS16 1AJ,Eastville,362236.0,176000.0,Freehold,,Land Only,95.0,0.98995,Yes,Direct Service,,,,"2012, 2014, 2016, 2018, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,9218,Sports Building/Hall/Facility,Bristol Squash Centre,Bristol Squash Centre Welsh Back Bristol BS1 4SB,,Welsh Back,Bristol,BS1 4SB,Central,358924.0,172708.0,Freehold,,Land And Building(S),1080.0,0.130814,,Investment Properties,E,1800.0,,"2011, 2013, 2014, 2016, 2021, 2024",291200.0,,2022.0,269.6296296296296,6,Low
"Bristol, City of",2022-07-01,8486,Sports Building/Hall/Facility,Horfield Common - Part Of Ardagh Pavilion,Horfield Common - Part Of Ardagh Pavilion Kellaway Avenue Horfield Bristol BS6 7YL,,Kellaway Avenue,Bristol,BS6 7YL,Bishopston & Ashley Down,358927.0,176422.0,Freehold,,Land And Building(S),270.7,0.022171,,Indirect Service / Non-Investment Letting(s),E,1800.0,,"2014, 2015, 2016, 2020, 2021",291200.0,,2022.0,1075.7295899519763,5,Low
"Bristol, City of",2022-07-01,117747,House/Houses,Arnos Vale Cemetery - Top Lodge,Arnos Vale Cemetery - Top Lodge Cemetery Road Brislington Bristol BS4 3DE,,Cemetery Road,Bristol,BS4 3DE,Knowle,360495.0,171342.0,Freehold,,Land And Building(S),95.0,0.006709,,Indirect Service / Non-Investment Letting(s),,,,"2016, 2018, 2019, 2021, 2022, 2024",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,3642,Land-Garden,Church Leaze - Garden Land At Rear Of 23,Church Leaze - Garden Land At Rear Of 23 Shirehampton Bristol BS11 9SY,23.0,Church Leaze,Bristol,BS11 9SY,Avonmouth & Lawrence Weston,353039.0,176844.0,Freehold,,Land Only,95.0,0.002963,,Indirect Service / Non-Investment Letting(s),,,,"2013, 2016, 2017, 2018, 2020, 2021, 2025",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,3760,House/Houses,Kingsweston House And Part Of ,Kingsweston House And Part Of  Grounds Kings Weston Lane Lawrence Weston Bristol BS11 0UR,,Kings Weston Lane,Bristol,BS11 0UR,Avonmouth & Lawrence Weston,354176.0,177501.0,Freehold,,Land And Building(S),0.0,11.0,,Investment Properties,F,2000.0,,"2014, 2016, 2021, 2023, 2025",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,4754,Sports Building/Hall/Facility,L A Gym,L A Gym 20 Easton Road Easton Bristol BS5 0BY,20.0,Easton Road,Bristol,BS5 0BY,Lawrence Hill,360296.0,173442.0,Freehold,,Land And Building(S),0.0,0.144127,,Investment Properties,F,2000.0,,"2015, 2016, 2017, 2020, 2021, 2023, 2024",291200.0,,2022.0,0.0,7,Low
"Bristol, City of",2022-07-01,3382,Swimming Pool,Bristol South Pool,Bristol South Pool Dean Lane Bedminster Bristol BS3 1BS,,Dean Lane,Bristol,BS3 1BS,Southville,358337.0,171627.0,Freehold,,Land And Building(S),2894.5,0.282096,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2010, 2011, 2016, 2021, 2023, 2025",638674.58,,2022.0,220.65108999827257,6,Low
"Bristol, City of",2022-07-01,5376,Public House,Old Market Tavern,Old Market Tavern 29-30 Old Market Street St Philips Bristol BS2 0HB,29.0,Old Market Street,Bristol,BS2 0HB,Lawrence Hill,359648.0,173187.0,Freehold,,Land And Building(S),0.0,0.033758,,Investment Properties,E,1800.0,,"2016, 2018, 2021, 2022, 2023",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,3119,Hotel/Guest House,Prince Street Youth Hostel,Prince Street Youth Hostel 64 Prince Street And 14 Narrow Quay City Centre Bristol BS1 4QD,14.0,Narrow Quay,Bristol,BS1 4QA,Central,358598.0,172478.0,Freehold,,Land And Building(S),0.0,0.034394,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2016, 2019, 2020, 2021, 2023",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,3129,House Service Occupancy,Greenbank Cemetery Lodge,Greenbank Cemetery Lodge Greenbank Road Easton Bristol BS5 6HL,,Greenbank Road,Bristol,BS5 6HL,Eastville,361632.0,174532.0,Freehold,,Land And Building(S),162.7,0.045923,Yes,Direct Service,E,1800.0,,"2016, 2021, 2023, 2024, 2025",291200.0,,2022.0,1789.7971727105103,5,Low
"Bristol, City of",2022-07-01,5011,Land-Public Park,Redcatch Park,Redcatch Park Broad Walk Knowle Bristol,,Broad Walk,Bristol,BS4 2RA,Knowle,360397.0,170783.0,Freehold,,Land Only,95.0,5.580096,Yes,Community,,,,"2010, 2011, 2016, 2019, 2021, 2022, 2023",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,4112,House Service Occupancy,Canford Cemetery Lodge,Canford Cemetery Lodge 220 Canford Lane Westbury-on-Trym Bristol BS9 3PD,220.0,Canford Lane,Bristol,BS9 3PD,Westbury-on-Trym & Henleaze,356555.0,177486.0,Freehold,,Land And Building(S),130.4,0.060187,Yes,Direct Service,F,2000.0,,"2011, 2015, 2016, 2018, 2020, 2021, 2023",291200.0,,2022.0,2233.128834355828,7,Low
"Bristol, City of",2022-07-01,5547,Land-Unused Land,Site Of Former Filwood Pool,Site Of Former Filwood Pool Filwood Broadway Knowle Bristol BS4 1JL,,Filwood Broadway,Bristol,BS4 ,Filwood,359430.0,169590.0,Freehold,Vacant,Land Only,0.0,0.473089,,Assets Held for Sale,F,2000.0,,"2016, 2018, 2020, 2021, 2022",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,3641,Land-Garden,Church Leaze - Garden Land At Rear Of 22,Church Leaze - Garden Land At Rear Of 22 Shirehampton Bristol BS11 9SY,22.0,Church Leaze,Bristol,BS11 9SY,Avonmouth & Lawrence Weston,353035.0,176848.0,Freehold,,Land Only,95.0,0.009785,,Indirect Service / Non-Investment Letting(s),,,,"2016, 2019, 2020, 2021, 2023",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,3776,Land-Travellers Site,St Anthonys Park Travellers Site,St Anthonys Park Travellers Site Kings Weston Lane Avonmouth Bristol BS11 8HT,,Kings Weston Lane,Bristol,BS11 8AZ,Avonmouth & Lawrence Weston,353395.0,178787.0,Freehold,,Land And Building(S),0.0,3.049779,Yes,Direct Service,E,1800.0,,"2010, 2015, 2016, 2017, 2021",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,7359,Public House,The Cartwheel,The Cartwheel 3 Oatlands Avenue Whitchurch Bristol BS14 0SX,,Oatlands Avenue,Bristol,BS14 0SX,Hengrove & Whitchurch Park,360349.0,168548.0,Freehold,,Land And Building(S),95.0,0.242755,,Investment Properties,,,,"2010, 2012, 2016, 2017, 2021, 2022",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,116723,Land-Housing Non-Council Development,Wainbrook VSH Development,Wainbrook VSH Development Lincoln Street St Philips Bristol BS5 0BD,,,,BS5 0BD,Lawrence Hill,360778.0,173230.0,Freehold Reversion,,Land Only,0.0,0.563869,,Indirect Service / Non-Investment Letting(s),E,1800.0,,"2015, 2016, 2017, 2021",291200.0,,2022.0,0.0,4,Low
"Bristol, City of",2022-07-01,4572,House/Houses,The Mansion House ,The Mansion House  Clifton Down Clifton Bristol BS8 3LJ,,Canynge Road,Bristol,BS8 3LJ,Clifton,356663.0,173725.0,Freehold,,Land And Building(S),1529.0,0.416048,Yes,Direct Service,E,1800.0,,"2010, 2016, 2021, 2022",499313.31,,2022.0,326.56200784826683,4,Low
"Bristol, City of",2022-07-01,8531,Scout/Guide Building,Shirehampton Signal Station,Shirehampton Signal Station Station Road Shirehampton Bristol BS11 9XA,,Station Road,Bristol,BS11 9XA,Avonmouth & Lawrence Weston,352965.0,176371.0,Freehold,,Land And Building(S),95.0,0.2808,,Indirect Service / Non-Investment Letting(s),,,,"2016, 2017, 2020, 2021, 2023, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,4348,Sports Building/Hall/Facility,Avonvale Bowling Club,Avonvale Bowling Club Avonvale Road St George Bristol BS5 9ZZ,,Avonvale Road,Bristol,BS5 9RN,Easton,361491.0,173108.0,Freehold,,Land And Building(S),121.7,0.015576,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2011, 2016, 2021, 2022, 2025",291200.0,,2022.0,2392.769104354971,5,Low
"Bristol, City of",2022-07-01,3854,Land-Retail/Commercial,The Galleries Shopping Centre,The Galleries Shopping Centre Broadmead Bristol BS1 3XD,,Broadmead,Bristol,BS1 3XD,Central,359112.0,173242.0,Freehold,,Land Only,0.0,2.095861,,Investment Properties,E,1800.0,,"2016, 2017, 2018, 2021, 2025",291200.0,,2022.0,0.0,5,Low
